id_contrato;id_inadimplencia;fg_pg_em_dia;fg_atraso_30dias;fg_atraso_60dias;fg_atraso_90dias;id_cliente;cidade_cliente;estado_cliente;uf_cliente;ocupacao;faixa_idade;id_veiculo;velocidade_max;cilindradas;qtd_portas;qtd_assentos;modelo_veiculo;marca_veiculo;tipo_veiculo;valor_veiculo;vetor_caracteristica;id_vendedor_loja;nm_vendedor;nm_loja;cidade_loja;estado_loja;uf_loja;regiao_loja;id_dados_financiamento;prazo;faixa_score;id_tempo;mes;ano;qtd_veiculos;vlr_financiado;vlr_entrada;vlr_juros;vlr_operacao
484;4;1;0;0;0;175;Taboão da Serra;São Paulo;SP;Aposentado;10. Acima de 65 anos;3;228;2;4;5;Audi A6;Audi;sedan;424990;{228, 2.0, 4, 5, 3};22;Davi Lucas Moura;Viamar;São Paulo;São Paulo;SP;Sudeste;8;36;02_BOM;4;Novembro;2020;1;254994;169996;12749.7;267743.7
485;4;1;0;0;0;416;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos;1;235;1.8;5;5;Audi A3;Audi;hatch;229990;{235, 1.8, 5, 5, 4};43;Fernando da Conceição;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;6;12;02_BOM;4;Novembro;2020;1;160993;68997;8049.65;169042.65
486;4;1;0;0;0;368;São Paulo;São Paulo;SP;Assalariado;03. 31 a 35 anos;49;202;1.6;5;5;Peugeot 3008;Peugeot;SUV;229990;{202, 1.6, 5, 5, 2};27;João Pedro Viana;Mercadocar;São Paulo;São Paulo;SP;Sudeste;6;12;02_BOM;10;Maio;2021;1;137994;91996;6899.7;144893.7
487;4;1;0;0;0;598;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos;61;230;3;5;5;Touareg;Volkswagen;SUV;277327;{230, 3.0, 5, 5, 2};43;Fernando da Conceição;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;7;24;02_BOM;13;Agosto;2021;1;110930.8;166396.2;5546.54;116477.34
488;4;1;0;0;0;496;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;03. 31 a 35 anos;74;168;1.6;5;5;MINI COUNTRYMAN;Mini;SUV;149990;{168, 1.6, 5, 5, 2};39;Clarice Barbosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;1;12;01_EXCELENTE;4;Novembro;2020;1;119992;29998;3599.76;123591.76
489;4;1;0;0;0;212;São Paulo;São Paulo;SP;Militar;07. 51 a 55 anos;38;250;6.2;4;5;Benz C Class AMG;Mercedes-Benz;sedan;489900;{250, 6.2, 4, 5, 3};8;Olivia da Rosa;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;9;48;02_BOM;3;Outubro;2020;1;440910;48990;22045.5;462955.5
490;4;1;0;0;0;228;São Paulo;São Paulo;SP;Assalariado;07. 51 a 55 anos;51;223;2;5;5;Macan;Porsche;SUV;415000;{223, 2.0, 5, 5, 2};24;Breno Sales;Viamar;São Paulo;São Paulo;SP;Sudeste;1;12;01_EXCELENTE;10;Maio;2021;1;290500;124500;8715;299215
491;4;1;0;0;0;431;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos;19;250;3;4;5;BMW M3;BMW;sedan;757950;{250, 3.0, 4, 5, 3};45;Maria Cecília Silva;Simcauto;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;3;36;01_EXCELENTE;10;Maio;2021;1;227385;530565;6821.55;234206.55
492;4;1;0;0;0;490;Rio de Janeiro;Rio de Janeiro;RJ;Militar;08. 56 a 60 anos;83;195;3;5;5;Discovery;Land Rover;SUV;586450;{195, 3.0, 5, 5, 2};41;Cecília da Cruz;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;14;24;04_PESSIMO;4;Novembro;2020;1;351870;234580;35187;387057
493;4;1;0;0;0;629;Botafogo;Rio de Janeiro;RJ;Empresário;01. 18 a 24 anos;87;186;1.6;4;5;Cerato;Kia;sedan;129990;{186, 1.6, 4, 5, 3};38;Clara Cavalcanti;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;9;48;02_BOM;5;Dezembro;2020;1;116991;12999;5849.55;122840.55
494;4;1;0;0;0;915;São José dos Pinhais;Paraná;PR;Autonômo;05. 41 a 45 anos;8;250;4;5;4;Audi RS7;Audi;cupê;1046000;{250, 4.0, 5, 4, 6};59;Pedro Moraes;Metrosul;Curitiba;Paraná;PR;Sul;5;60;01_EXCELENTE;6;Janeiro;2021;1;627600;418400;18828;646428
495;4;1;0;0;0;118;Itapecerica da Serra;São Paulo;SP;Funcionário Público;09. 61 a 65 anos;52;262;3;5;4;Panamera;Porsche;esportivo;649000;{262, 3.0, 5, 4, 10};32;Beatriz Dias;Caraigá;São Paulo;São Paulo;SP;Sudeste;7;24;02_BOM;9;Abril;2021;1;584100;64900;29205;613305
496;4;1;0;0;0;186;Cotia;São Paulo;SP;Autonômo;07. 51 a 55 anos;45;240;2;2;4;Benz E Class;Mercedes-Benz;sedan;557900;{240, 2.0, 2, 4, 3};23;Isis Cavalcanti;Viamar;São Paulo;São Paulo;SP;Sudeste;4;48;01_EXCELENTE;4;Novembro;2020;1;167370;390530;5021.1;172391.1
497;4;1;0;0;0;297;São Paulo;São Paulo;SP;Aposentado;10. Acima de 65 anos;75;198;1.6;3;2;MINI Cooper ;Mini;esportivo;151599;{198, 1.6, 3, 2, 10};4;Marcela Rocha;Aracai;Guarulhos;São Paulo;SP;Sudeste;6;12;02_BOM;3;Outubro;2020;1;106119.3;45479.7;5305.965;111425.265
498;4;1;0;0;0;388;São Paulo;São Paulo;SP;Militar;08. 56 a 60 anos;51;223;2;5;5;Macan;Porsche;SUV;415000;{223, 2.0, 5, 5, 2};15;Elisa da Cruz;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;1;12;01_EXCELENTE;9;Abril;2021;1;83000;332000;2490;85490
499;4;1;0;0;0;19;Santo André;São Paulo;SP;Aposentado;10. Acima de 65 anos;27;236;2;4;5;BMW 4 Series;BMW;sedan;460950;{236, 2.0, 4, 5, 3};4;Marcela Rocha;Aracai;Guarulhos;São Paulo;SP;Sudeste;7;24;02_BOM;4;Novembro;2020;1;322665;138285;16133.25;338798.25
500;4;1;0;0;0;720;Niterói;Rio de Janeiro;RJ;Empresário;05. 41 a 45 anos;42;130;2.1;3;3;Sprinter;Mercedes-Benz;utilitário;178000;{130, 2.1, 3, 3, 5};44;João Vitor da Mota;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;4;48;01_EXCELENTE;8;Março;2021;2;35600;320400;1068;36668
501;4;1;0;0;0;654;Botafogo;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos;23;250;4.4;5;4;BMW X6 M;BMW;SUV;986950;{250, 4.4, 5, 4, 2};39;Clarice Barbosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;3;36;01_EXCELENTE;8;Março;2021;1;789560;197390;23686.8;813246.8
502;4;1;0;0;0;464;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;04. 36 a 40 anos;64;200;5.7;4;5;Ram;Ram;caminhonete;427990;{200, 5.7, 4, 5, 8};39;Clarice Barbosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;2;24;01_EXCELENTE;3;Outubro;2020;1;256794;171196;7703.82;264497.82
503;4;1;0;0;0;497;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos;18;250;3;2;4;BMW 1 Series M;BMW;sedan;259950;{250, 3.0, 2, 4, 3};43;Fernando da Conceição;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;4;48;01_EXCELENTE;3;Outubro;2020;1;103980;155970;3119.4;107099.4
504;4;1;0;0;0;139;Carapicuíba;São Paulo;SP;Assalariado;05. 41 a 45 anos;54;239;3;5;5;Cayenne;Porsche;SUV;527776;{239, 3.0, 5, 5, 2};31;Samuel Moreira;Caraigá;São Paulo;São Paulo;SP;Sudeste;3;36;01_EXCELENTE;5;Dezembro;2020;1;105555.2;422220.8;3166.656;108721.856
505;4;1;0;0;0;530;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;05. 41 a 45 anos;41;250;2;4;5;Benz CLA Class AMG;Mercedes-Benz;sedan;431900;{250, 2.0, 4, 5, 3};36;Fernanda Viana;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;4;48;01_EXCELENTE;10;Maio;2021;1;259140;172760;7774.2;266914.2
506;4;1;0;0;0;525;Rio de Janeiro;Rio de Janeiro;RJ;Militar;08. 56 a 60 anos;18;250;3;2;4;BMW 1 Series M;BMW;sedan;259950;{250, 3.0, 2, 4, 3};38;Clara Cavalcanti;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;7;24;02_BOM;8;Março;2021;1;129975;129975;6498.75;136473.75
507;4;1;0;0;0;785;Niterói;Rio de Janeiro;RJ;Empresário;03. 31 a 35 anos;66;195;1.6;4;5;New Focus sedan;Ford;sedan;70690;{195, 1.6, 4, 5, 3};41;Cecília da Cruz;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;15;36;04_PESSIMO;3;Outubro;2020;1;49483;21207;4948.3;54431.3
508;4;1;0;0;0;59;Carapicuíba;São Paulo;SP;Funcionário Público;03. 31 a 35 anos;92;184;2;5;5;C4 Aircross;Citroen;SUV;61590;{184, 2.0, 5, 5, 2};7;Lívia Sales;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;6;12;02_BOM;7;Fevereiro;2021;1;36954;24636;1847.7;38801.7
509;4;1;0;0;0;112;Mairiporã;São Paulo;SP;Profissional Liberal;09. 61 a 65 anos;80;238;1.6;3;4;MINI JCW COUPE;Mini;hatch;146950;{238, 1.6, 3, 4, 4};1;Gustavo Henrique Fogaça;Aracai;Guarulhos;São Paulo;SP;Sudeste;4;48;01_EXCELENTE;6;Janeiro;2021;1;132255;14695;3967.65;136222.65
510;4;1;0;0;0;331;São Paulo;São Paulo;SP;Empresário;03. 31 a 35 anos;76;192;1.6;2;2;MINI ROADSTER;Mini;conversível;259990;{192, 1.6, 2, 2, 12};11;Anthony Rocha;AutoStar;São Paulo;São Paulo;SP;Sudeste;10;12;03_RUIM;7;Fevereiro;2021;1;103996;155994;7279.72;111275.72
511;4;1;0;0;0;498;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;08. 56 a 60 anos;16;200;2;5;5;BMW X1;BMW;SUV;269950;{200, 2.0, 5, 5, 2};35;Ana Pereira;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;10;12;03_RUIM;13;Agosto;2021;1;161970;107980;11337.9;173307.9
512;4;1;0;0;0;509;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;09. 61 a 65 anos;10;248;2;2;4;Audi A5 sedan;Audi;sedan;307990;{248, 2.0, 2, 4, 3};42;Mirella Campos;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;9;48;02_BOM;7;Fevereiro;2021;1;184794;123196;9239.7;194033.7
513;4;1;0;0;0;927;São José dos Pinhais;Paraná;PR;Autonômo;05. 41 a 45 anos;34;232;2;2;2;BMW Z4;BMW;conversível;420950;{232, 2.0, 2, 2, 9};60;Rafael Farias;Metrosul;Curitiba;Paraná;PR;Sul;6;12;02_BOM;6;Janeiro;2021;1;252570;168380;12628.5;265198.5
514;4;1;0;0;0;779;Niterói;Rio de Janeiro;RJ;Autonômo;01. 18 a 24 anos;35;226;1.8;4;5;Benz C Class;Mercedes-Benz;sedan;237900;{226, 1.8, 4, 5, 3};39;Clarice Barbosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;5;60;01_EXCELENTE;2;Setembro;2020;1;190320;47580;5709.6;196029.6
515;4;1;0;0;0;810;Curitiba;Paraná;PR;Aposentado;10. Acima de 65 anos;75;198;1.6;3;2;MINI Cooper ;Mini;esportivo;151599;{198, 1.6, 3, 2, 10};57;Lucas Gabriel Moraes;Metrosul;Curitiba;Paraná;PR;Sul;8;36;02_BOM;2;Setembro;2020;1;60639.6;90959.4;3031.98;63671.58
516;4;1;0;0;0;859;Curitiba;Paraná;PR;Aposentado;10. Acima de 65 anos;101;170;3;5;5;Pajero;Mitsubishi;SUV;348990;{170, 3.0, 5, 5, 2};60;Rafael Farias;Metrosul;Curitiba;Paraná;PR;Sul;6;12;02_BOM;10;Maio;2021;1;69798;279192;3489.9;73287.9
517;4;1;0;0;0;751;Niterói;Rio de Janeiro;RJ;Funcionário Público;07. 51 a 55 anos;51;223;2;5;5;Macan;Porsche;SUV;415000;{223, 2.0, 5, 5, 2};45;Maria Cecília Silva;Simcauto;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;8;36;02_BOM;3;Outubro;2020;1;124500;290500;6225;130725
518;4;1;0;0;0;536;Rio de Janeiro;Rio de Janeiro;RJ;Militar;09. 61 a 65 anos;2;220;1.8;4;5;Audi A4;Audi;sedan;272990;{220, 1.8, 4, 5, 3};34;Marcela Peixoto;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;7;24;02_BOM;6;Janeiro;2021;1;81897;191093;4094.85;85991.85
519;4;1;0;0;0;996;Pinhais;Paraná;PR;Militar;06. 46 a 50 anos;93;202;1.6;3;5;Citroen C4;Citroen;hatch;94990;{202, 1.6, 3, 5, 4};61;Luiz Henrique Rodrigues;Barigui Seminovos;Curitiba;Paraná;PR;Sul;6;12;02_BOM;1;Agosto;2020;1;56994;37996;2849.7;59843.7
520;4;1;0;0;0;486;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;05. 41 a 45 anos;83;195;3;5;5;Discovery;Land Rover;SUV;586450;{195, 3.0, 5, 5, 2};34;Marcela Peixoto;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;4;48;01_EXCELENTE;12;Julho;2021;1;527805;58645;15834.15;543639.15
521;4;1;0;0;0;377;São Paulo;São Paulo;SP;Militar;03. 31 a 35 anos;7;250;4.2;2;4;Audi RS5;Audi;sedan;679990;{250, 4.2, 2, 4, 3};31;Samuel Moreira;Caraigá;São Paulo;São Paulo;SP;Sudeste;3;36;01_EXCELENTE;9;Abril;2021;1;407994;271996;12239.82;420233.82
522;4;1;0;0;0;8;Cotia;São Paulo;SP;Militar;01. 18 a 24 anos;27;236;2;4;5;BMW 4 Series;BMW;sedan;460950;{236, 2.0, 4, 5, 3};24;Breno Sales;Viamar;São Paulo;São Paulo;SP;Sudeste;1;12;01_EXCELENTE;3;Outubro;2020;1;138285;322665;4148.55;142433.55
523;4;1;0;0;0;340;São Paulo;São Paulo;SP;Profissional Liberal;03. 31 a 35 anos;44;240;2;4;5;Benz CLA Class;Mercedes-Benz;sedan;327900;{240, 2.0, 4, 5, 3};2;Pedro Henrique Ferreira;Aracai;Guarulhos;São Paulo;SP;Sudeste;1;12;01_EXCELENTE;5;Dezembro;2020;1;262320;65580;7869.6;270189.6
524;4;1;0;0;0;91;Jandira;São Paulo;SP;Autonômo;06. 46 a 50 anos;66;195;1.6;4;5;New Focus sedan;Ford;sedan;70690;{195, 1.6, 4, 5, 3};18;Diego Monteiro;Auto Shopping Cristal;São Paulo;São Paulo;SP;Sudeste;5;60;01_EXCELENTE;9;Abril;2021;1;14138;56552;424.14;14562.14
525;4;1;0;0;0;272;São Paulo;São Paulo;SP;Profissional Liberal;08. 56 a 60 anos;30;210;2;5;5;BMW X3;BMW;SUV;390950;{210, 2.0, 5, 5, 2};19;Luna da Mota;Auto Shopping Cristal;São Paulo;São Paulo;SP;Sudeste;11;24;03_RUIM;9;Abril;2021;1;234570;156380;16419.9;250989.9
526;4;1;0;0;0;206;São Paulo;São Paulo;SP;Aposentado;10. Acima de 65 anos;39;210;5.5;5;5;Benz G Class AMG;Mercedes-Benz;SUV;1685900;{210, 5.5, 5, 5, 2};8;Olivia da Rosa;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;6;12;02_BOM;12;Julho;2021;1;842950;842950;42147.5;885097.5
527;4;1;0;0;0;845;Curitiba;Paraná;PR;Militar;06. 46 a 50 anos;104;200;1.4;4;5;Cruze sedan;Chevrolet;sedan;116870;{200, 1.4, 4, 5, 3};62;Rodrigo da Paz;Barigui Seminovos;Curitiba;Paraná;PR;Sul;10;12;03_RUIM;7;Fevereiro;2021;1;23374;93496;1636.18;25010.18
528;4;1;0;0;0;444;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;01. 18 a 24 anos;91;255;2.5;4;5;Impreza sedan;Subaru;sedan;192900;{255, 2.5, 4, 5, 3};45;Maria Cecília Silva;Simcauto;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;1;12;01_EXCELENTE;2;Setembro;2020;1;77160;115740;2314.8;79474.8
529;4;1;0;0;0;831;Curitiba;Paraná;PR;Assalariado;01. 18 a 24 anos;9;238;2;5;5;Audi A4 Avant;Audi;minivan;282990;{238, 2.0, 5, 5, 7};59;Pedro Moraes;Metrosul;Curitiba;Paraná;PR;Sul;5;60;01_EXCELENTE;10;Maio;2021;1;282990;0;8489.7;291479.7
530;4;1;0;0;0;972;Pinhais;Paraná;PR;Autonômo;06. 46 a 50 anos;40;250;5.5;5;5;Benz M Class AMG;Mercedes-Benz;SUV;744900;{250, 5.5, 5, 5, 2};58;Maria Cecília Martins;Metrosul;Curitiba;Paraná;PR;Sul;3;36;01_EXCELENTE;7;Fevereiro;2021;1;521430;223470;15642.9;537072.9
531;4;1;0;0;0;726;Niterói;Rio de Janeiro;RJ;Empresário;05. 41 a 45 anos;81;315;3.8;2;4;Nissan GT-R;Nissan;esportivo;900000;{315, 3.8, 2, 4, 10};34;Marcela Peixoto;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;2;24;01_EXCELENTE;13;Agosto;2021;1;900000;0;27000;927000
532;4;1;0;0;0;479;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;02. 26 a 30 anos;10;248;2;2;4;Audi A5 sedan;Audi;sedan;307990;{248, 2.0, 2, 4, 3};36;Fernanda Viana;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;9;48;02_BOM;8;Março;2021;1;61598;246392;3079.9;64677.9
533;4;1;0;0;0;346;São Paulo;São Paulo;SP;Assalariado;04. 36 a 40 anos;22;250;4.4;5;5;BMW X5 M;BMW;SUV;597950;{250, 4.4, 5, 5, 2};1;Gustavo Henrique Fogaça;Aracai;Guarulhos;São Paulo;SP;Sudeste;7;24;02_BOM;5;Dezembro;2020;1;179385;418565;8969.25;188354.25
534;4;1;0;0;0;429;Rio de Janeiro;Rio de Janeiro;RJ;Militar;02. 26 a 30 anos;60;200;1.4;5;5;Polo GTI;Volkswagen;hatch;120040;{200, 1.4, 5, 5, 4};45;Maria Cecília Silva;Simcauto;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;7;24;02_BOM;12;Julho;2021;1;24008;96032;1200.4;25208.4
535;4;1;0;0;0;758;Niterói;Rio de Janeiro;RJ;Autonômo;05. 41 a 45 anos;55;242;3;5;5;Cayenne hybrid;Porsche;SUV;537178;{242, 3.0, 5, 5, 2};45;Maria Cecília Silva;Simcauto;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;3;36;01_EXCELENTE;4;Novembro;2020;1;537178;0;16115.34;553293.34
536;4;1;0;0;0;854;Curitiba;Paraná;PR;Militar;07. 51 a 55 anos;2;220;1.8;4;5;Audi A4;Audi;sedan;272990;{220, 1.8, 4, 5, 3};64;Yago Barbosa;Barigui Seminovos;Curitiba;Paraná;PR;Sul;2;24;01_EXCELENTE;8;Março;2021;1;218392;54598;6551.76;224943.76
537;4;1;0;0;0;325;São Paulo;São Paulo;SP;Funcionário Público;04. 36 a 40 anos;22;250;4.4;5;5;BMW X5 M;BMW;SUV;597950;{250, 4.4, 5, 5, 2};16;Alana Fernandes;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;1;12;01_EXCELENTE;2;Setembro;2020;1;538155;59795;16144.65;554299.65
538;4;1;0;0;0;534;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos;42;130;2.1;3;3;Sprinter;Mercedes-Benz;utilitário;178000;{130, 2.1, 3, 3, 5};36;Fernanda Viana;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;4;48;01_EXCELENTE;8;Março;2021;2;160200;195800;4806;165006
539;4;1;0;0;0;995;Colombo;Paraná;PR;Assalariado;07. 51 a 55 anos;103;190;2;5;5;Outlander;Mitsubishi;SUV;208990;{190, 2.0, 5, 5, 2};61;Luiz Henrique Rodrigues;Barigui Seminovos;Curitiba;Paraná;PR;Sul;13;12;04_PESSIMO;9;Abril;2021;1;41798;167192;4179.8;45977.8
540;4;1;0;0;0;261;São Paulo;São Paulo;SP;Profissional Liberal;03. 31 a 35 anos;60;200;1.4;5;5;Polo GTI;Volkswagen;hatch;120040;{200, 1.4, 5, 5, 4};32;Beatriz Dias;Caraigá;São Paulo;São Paulo;SP;Sudeste;5;60;01_EXCELENTE;9;Abril;2021;1;60020;60020;1800.6;61820.6
541;4;1;0;0;0;182;Carapicuíba;São Paulo;SP;Autonômo;07. 51 a 55 anos;20;250;3;2;4;BMW M4 cupê;BMW;sedan;487010;{250, 3.0, 2, 4, 3};5;Bruno Cunha;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;9;48;02_BOM;9;Abril;2021;1;438309;48701;21915.45;460224.45
542;4;1;0;0;0;688;Botafogo;Rio de Janeiro;RJ;Militar;03. 31 a 35 anos;80;238;1.6;3;4;MINI JCW COUPE;Mini;hatch;146950;{238, 1.6, 3, 4, 4};43;Fernando da Conceição;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;3;36;01_EXCELENTE;6;Janeiro;2021;1;29390;117560;881.7;30271.7
543;4;1;0;0;0;238;São Paulo;São Paulo;SP;Empresário;03. 31 a 35 anos;102;190;2;5;5;ASX;Mitsubishi;SUV;125990;{190, 2.0, 5, 5, 2};16;Alana Fernandes;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;15;36;04_PESSIMO;12;Julho;2021;1;75594;50396;7559.4;83153.4
544;4;1;0;0;0;686;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Autonômo;07. 51 a 55 anos;100;210;2;5;5;Volvo XC60;Volvo;SUV;389950;{210, 2.0, 5, 5, 2};38;Clara Cavalcanti;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;2;24;01_EXCELENTE;6;Janeiro;2021;1;194975;194975;5849.25;200824.25
545;4;1;0;0;0;519;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;07. 51 a 55 anos;76;192;1.6;2;2;MINI ROADSTER;Mini;conversível;259990;{192, 1.6, 2, 2, 12};41;Cecília da Cruz;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;1;12;01_EXCELENTE;5;Dezembro;2020;1;51998;207992;1559.94;53557.94
546;4;1;0;0;0;700;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos;34;232;2;2;2;BMW Z4;BMW;conversível;420950;{232, 2.0, 2, 2, 9};39;Clarice Barbosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;1;12;01_EXCELENTE;2;Setembro;2020;1;84190;336760;2525.7;86715.7
547;4;1;0;0;0;395;São Paulo;São Paulo;SP;Assalariado;08. 56 a 60 anos;94;185;2;5;5;Toyota RAV4;Toyota;SUV;282490;{185, 2.0, 5, 5, 2};32;Beatriz Dias;Caraigá;São Paulo;São Paulo;SP;Sudeste;1;12;01_EXCELENTE;9;Abril;2021;1;112996;169494;3389.88;116385.88
548;4;1;0;0;0;51;Mairiporã;São Paulo;SP;Autonômo;02. 26 a 30 anos;40;250;5.5;5;5;Benz M Class AMG;Mercedes-Benz;SUV;744900;{250, 5.5, 5, 5, 2};31;Samuel Moreira;Caraigá;São Paulo;São Paulo;SP;Sudeste;4;48;01_EXCELENTE;8;Março;2021;1;297960;446940;8938.8;306898.8
549;4;1;0;0;0;26;Mairiporã;São Paulo;SP;Autonômo;04. 36 a 40 anos;13;222;3;5;5;Audi Q7;Audi;SUV;518575;{222, 3.0, 5, 5, 2};29;Carolina da Cunha;Caraigá;São Paulo;São Paulo;SP;Sudeste;5;60;01_EXCELENTE;4;Novembro;2020;1;311145;207430;9334.35;320479.35
550;4;1;0;0;0;777;Niterói;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos;21;250;4.4;4;5;BMW M5;BMW;sedan;1006950;{250, 4.4, 4, 5, 3};34;Marcela Peixoto;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;8;36;02_BOM;1;Agosto;2020;1;805560;201390;40278;845838
551;4;1;0;0;0;61;Carapicuíba;São Paulo;SP;Autonômo;01. 18 a 24 anos;74;168;1.6;5;5;MINI COUNTRYMAN;Mini;SUV;149990;{168, 1.6, 5, 5, 2};30;Gabriel Martins;Caraigá;São Paulo;São Paulo;SP;Sudeste;1;12;01_EXCELENTE;7;Fevereiro;2021;1;74995;74995;2249.85;77244.85
552;4;1;0;0;0;445;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;06. 46 a 50 anos;15;210;1.6;4;5;BMW 3 Series;BMW;sedan;245043;{210, 1.6, 4, 5, 3};34;Marcela Peixoto;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;7;24;02_BOM;2;Setembro;2020;1;73512.9;171530.1;3675.645;77188.545
553;4;1;0;0;0;442;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;01. 18 a 24 anos;101;170;3;5;5;Pajero;Mitsubishi;SUV;348990;{170, 3.0, 5, 5, 2};36;Fernanda Viana;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;5;60;01_EXCELENTE;9;Abril;2021;1;139596;209394;4187.88;143783.88
554;4;1;0;0;0;801;Curitiba;Paraná;PR;Autonômo;02. 26 a 30 anos;64;200;5.7;4;5;Ram;Ram;caminhonete;427990;{200, 5.7, 4, 5, 8};61;Luiz Henrique Rodrigues;Barigui Seminovos;Curitiba;Paraná;PR;Sul;3;36;01_EXCELENTE;8;Março;2021;1;299593;128397;8987.79;308580.79
555;4;1;0;0;0;941;São José dos Pinhais;Paraná;PR;Empresário;04. 36 a 40 anos;17;225;2;4;5;BMW 5 Series Sedan;BMW;sedan;425950;{225, 2.0, 4, 5, 3};60;Rafael Farias;Metrosul;Curitiba;Paraná;PR;Sul;7;24;02_BOM;11;Junho;2021;1;170380;255570;8519;178899
556;4;1;0;0;0;420;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;03. 31 a 35 anos;34;232;2;2;2;BMW Z4;BMW;conversível;420950;{232, 2.0, 2, 2, 9};35;Ana Pereira;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;5;60;01_EXCELENTE;12;Julho;2021;1;252570;168380;7577.1;260147.1
557;4;1;0;0;0;405;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;05. 41 a 45 anos;33;240;3;5;4;BMW X6;BMW;SUV;662950;{240, 3.0, 5, 4, 2};42;Mirella Campos;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;7;24;02_BOM;11;Junho;2021;1;596655;66295;29832.75;626487.75
